Rank,Movie,Release Date,Distributor,Genre,Year Gross,Tickets Sold,Movie URL,Year,Domestic Box Office,International Box Office,Worldwide Box Office,Production Budget,MPAA Rating
74,Those Who Wish Me Dead,"May 14, 2021",Warner Bros.,Thriller/Suspense,7407200.0,728338.0,https://www.the-numbers.com/movie/Those-Who-Wish-Me-Dead#tab=summary,2021,7407200.0,11700000.0,19107200.0,,R
75,The Night House,"Aug 20, 2021",Searchlight Pictures,Horror,7100581.0,698188.0,https://www.the-numbers.com/movie/Night-House-The#tab=summary,2021,7100581.0,8392512.0,15493093.0,,R
76,Spencer,"Nov 5, 2021",Neon,Drama,7086632.0,696817.0,https://www.the-numbers.com/movie/Spencer-(2021-United-Kingdom)#tab=summary,2021,7086632.0,9460226.0,16546858.0,,R
77,Belfast,"Nov 12, 2021",Focus Features,Drama,6885925.0,677082.0,https://www.the-numbers.com/movie/Belfast-(2021-United-Kingdom)#tab=summary,2021,9250870.0,40256478.0,49507348.0,,PG-13
78,The Courier,"Mar 19, 2021",Roadside Attractions,Thriller/Suspense,6613432.0,650288.0,https://www.the-numbers.com/movie/Ironbark-(UK)#tab=summary,2021,6613432.0,14241294.0,20854726.0,,PG-13
79,Licorice Pizza,"Nov 26, 2021",United Artists,Drama,6382891.0,627619.0,https://www.the-numbers.com/movie/Licorice-Pizza-(2021)#tab=summary,2021,17318007.0,15585542.0,32903549.0,40000000.0,R
80,Judas and the Black Messiah,"Feb 12, 2021",Warner Bros.,Drama,5478009.0,538644.0,https://www.the-numbers.com/movie/Judas-and-the-Black-Messiah-(2020)#tab=summary,2021,5478009.0,2000000.0,7478009.0,26000000.0,R
81,Roadrunner: A Film About An…,"Jul 16, 2021",Focus Features,Documentary,5354970.0,526546.0,https://www.the-numbers.com/movie/Roadrunner-A-Film-About-Anthony-Bourdain-(2021)#tab=summary,2021,5354970.0,133761.0,5488731.0,,R
82,Promising Young Woman,"Dec 25, 2020",Focus Features,Black Comedy,5252785.0,516498.0,https://www.the-numbers.com/movie/Promising-Young-Woman#tab=summary,2021,6460965.0,12393201.0,18854166.0,,R
83,CopShop,"Sep 17, 2021",Open Road,Action,5213243.0,512609.0,https://www.the-numbers.com/movie/Copshop-(2021)#tab=summary,2021,5213243.0,1196070.0,6409313.0,,R
84,Zola,"Jun 30, 2021",A24,Black Comedy,4844399.0,476342.0,https://www.the-numbers.com/movie/Zola#tab=summary,2021,4844399.0,325801.0,5170200.0,5000000.0,R
85,Separation,"Apr 30, 2021",Open Road,Horror,4509143.0,443376.0,https://www.the-numbers.com/movie/Separation#tab=summary,2021,4509143.0,,,,R
86,Boogie,"Mar 5, 2021",Focus Features,Drama,4178620.0,410877.0,https://www.the-numbers.com/movie/Boogie-(2021)#tab=summary,2021,4178620.0,12403.0,4191023.0,,R
87,A Journal for Jordan,"Dec 10, 2021",Sony Pictures,Drama,3905919.0,384063.0,https://www.the-numbers.com/movie/Journal-for-Jordan-A-(2021)#tab=summary,2021,6545174.0,137511.0,6682685.0,25000000.0,PG-13
88,Reminiscence,"Aug 20, 2021",Warner Bros.,Thriller/Suspense,3900193.0,383500.0,https://www.the-numbers.com/movie/Reminiscence#tab=summary,2021,3900193.0,12500000.0,16400193.0,67972729.0,PG-13
89,Nomadland,"Feb 19, 2021",Searchlight Pictures,Drama,3700000.0,214356.0,https://www.the-numbers.com/movie/Nomadland#tab=summary,2021,3700000.0,35028987.0,38728987.0,5000000.0,R
90,12 Mighty Orphans,"Jun 11, 2021",Sony Pictures Cla…,Drama,3688723.0,362706.0,https://www.the-numbers.com/movie/12-Mighty-Orphans#tab=summary,2021,3688723.0,1911049.0,5599772.0,,PG-13
91,Fatale,"Dec 18, 2020",Lionsgate,Thriller/Suspense,3217203.0,316342.0,https://www.the-numbers.com/movie/Fatale-(2020)#tab=summary,2021,6306897.0,516423.0,6823320.0,,R
92,Pig,"Jul 16, 2021",Neon,Drama,3186667.0,313339.0,https://www.the-numbers.com/movie/Pig-(2021)#tab=summary,2021,3186667.0,1452292.0,4638959.0,,R
93,The Girl Who Believes In Mi…,"Apr 2, 2021",Atlas Distribution,Drama,3163362.0,311048.0,https://www.the-numbers.com/movie/Girl-Who-Believes-In-Miracles-The-(2021)#tab=summary,2021,3163362.0,76079.0,3239441.0,,PG
94,Voyagers,"Apr 9, 2021",Lionsgate,Thriller/Suspense,3149935.0,309728.0,https://www.the-numbers.com/movie/Voyagers#tab=summary,2021,3149935.0,981846.0,4131781.0,29000000.0,PG-13
95,Minari,"Dec 11, 2020",A24,Drama,2964816.0,291525.0,https://www.the-numbers.com/movie/Minari#tab=summary,2021,2964816.0,12509843.0,15474659.0,2000000.0,PG-13
96,Dream Horse,"May 21, 2021",Bleecker Street,Drama,2913328.0,286462.0,https://www.the-numbers.com/movie/Dream-Horse-(2021)#tab=summary,2021,2913328.0,3616740.0,6530068.0,,PG
97,The House Next Door: Meet t…,"Jun 11, 2021",HEFG Releasing,Comedy,2893660.0,284529.0,https://www.the-numbers.com/movie/House-Next-Door-Meet-the-Blacks-2-The-(2021)#tab=summary,2021,2893660.0,,,3500000.0,
98,Here Today,"May 7, 2021",Sony Pictures,Comedy,2807494.0,276056.0,https://www.the-numbers.com/movie/Here-Today#tab=summary,2021,2807494.0,102769.0,2910263.0,,PG-13
99,Finding You,"May 14, 2021",Roadside Attractions,Drama,2753985.0,270794.0,https://www.the-numbers.com/movie/Finding-You-(2021)#tab=summary,2021,2753985.0,573281.0,3327266.0,,PG
100,Lamb,"Oct 8, 2021",A24,Horror,2676410.0,263167.0,https://www.the-numbers.com/movie/Lamb-(Iceland-2021)#tab=summary,2021,2676410.0,1387892.0,4064302.0,,R
1,Top Gun: Maverick,"May 27, 2022",Paramount Pictures,Action,718732821.0,68255728.0,https://www.the-numbers.com/movie/Top-Gun-Maverick-(2022)#tab=summary,2022,718732821.0,733430541.0,1452163362.0,177000000.0,PG-13
2,Black Panther: Wakanda Forever,"Nov 11, 2022",Walt Disney,Action,436499646.0,41452957.0,https://www.the-numbers.com/movie/Black-Panther-Wakanda-Forever-(2022)#tab=summary,2022,453829060.0,405379776.0,859208836.0,250000000.0,PG-13
3,Doctor Strange in the Multi…,"May 6, 2022",Walt Disney,Action,411331607.0,39062830.0,https://www.the-numbers.com/movie/Doctor-Strange-in-the-Multiverse-of-Madness-(2022)#tab=summary,2022,411331607.0,540893379.0,952224986.0,200000000.0,PG-13
4,Avatar: The Way of Water,"Dec 16, 2022",20th Century Studios,Action,401007908.0,38082422.0,https://www.the-numbers.com/movie/Avatar-The-Way-of-Water-(2022)#tab=summary,2022,688809501.0,1634092522.0,2322902023.0,400000000.0,PG-13
5,Jurassic World: Dominion,"Jun 10, 2022",Universal,Action,376851080.0,35788327.0,https://www.the-numbers.com/movie/Jurassic-World-Dominion-(2022)#tab=summary,2022,376851080.0,627153512.0,1004004592.0,185000000.0,PG-13
6,Minions: The Rise of Gru,"Jul 1, 2022",Universal,Adventure,369695210.0,35108757.0,https://www.the-numbers.com/movie/Minions-The-Rise-of-Gru-(2021)#tab=summary,2022,370549695.0,567156799.0,937706494.0,100000000.0,PG
7,The Batman,"Mar 4, 2022",Warner Bros.,Action,369345583.0,35075554.0,https://www.the-numbers.com/movie/Batman-The-(2021)#tab=summary,2022,369612903.0,402900000.0,772512903.0,200000000.0,PG-13
8,Thor: Love and Thunder,"Jul 8, 2022",Walt Disney,Action,343256830.0,32597989.0,https://www.the-numbers.com/movie/Thor-Love-and-Thunder-(2022)#tab=summary,2022,343256830.0,417671251.0,760928081.0,250000000.0,PG-13
9,Spider-Man: No Way Home,"Dec 17, 2021",Sony Pictures,Action,241130301.0,22899364.0,https://www.the-numbers.com/movie/Spider-Man-No-Way-Home-(2021)#tab=summary,2022,814811535.0,1106395051.0,1921206586.0,200000000.0,PG-13
10,Sonic the Hedgehog 2,"Apr 8, 2022",Paramount Pictures,Adventure,190872904.0,18126582.0,https://www.the-numbers.com/movie/Sonic-the-Hedgehog-2-(2022)#tab=summary,2022,190872904.0,212951693.0,403824597.0,90000000.0,PG
11,Black Adam,"Oct 21, 2022",Warner Bros.,Action,168054237.0,15959567.0,https://www.the-numbers.com/movie/Black-Adam-(2022)#tab=summary,2022,168283344.0,225300000.0,393583344.0,200000000.0,PG-13
12,Elvis,"Jun 24, 2022",Warner Bros.,Drama,151040048.0,14343784.0,https://www.the-numbers.com/movie/Elvis-(2021)#tab=summary,2022,151416153.0,136700000.0,288116153.0,85000000.0,PG-13
13,Uncharted,"Feb 18, 2022",Sony Pictures,Adventure,148648820.0,14116697.0,https://www.the-numbers.com/movie/Uncharted-(2022)#tab=summary,2022,148648820.0,258492438.0,407141258.0,120000000.0,PG-13
14,Nope,"Jul 22, 2022",Universal,Horror,123277080.0,11707225.0,https://www.the-numbers.com/movie/Nope-(2022)#tab=summary,2022,123277080.0,48655002.0,171932082.0,68000000.0,R
15,Lightyear,"Jun 17, 2022",Walt Disney,Adventure,118307188.0,11235250.0,https://www.the-numbers.com/movie/Lightyear-(2022)#tab=summary,2022,118307188.0,100570836.0,218878024.0,200000000.0,PG
16,Smile,"Sep 30, 2022",Paramount Pictures,Horror,105935048.0,10060308.0,https://www.the-numbers.com/movie/Smile-(2022)#tab=summary,2022,105935048.0,111103773.0,217038821.0,17000000.0,R
17,The Lost City,"Mar 25, 2022",Paramount Pictures,Adventure,105344029.0,10004181.0,https://www.the-numbers.com/movie/Lost-City-The-(2022)#tab=summary,2022,105344029.0,86244160.0,191588189.0,74000000.0,PG-13
18,Bullet Train,"Aug 5, 2022",Sony Pictures,Thriller/Suspense,103368602.0,9816581.0,https://www.the-numbers.com/movie/Bullet-Train-(2022)#tab=summary,2022,103368602.0,135166361.0,238534963.0,85900000.0,R
19,The Bad Guys,"Apr 22, 2022",Universal,Comedy,97233630.0,9233962.0,https://www.the-numbers.com/movie/Bad-Guys-The#tab=summary,2022,97459240.0,153373095.0,250832335.0,70000000.0,PG
20,Fantastic Beasts: The Secre…,"Apr 15, 2022",Warner Bros.,Adventure,95850844.0,9102644.0,https://www.the-numbers.com/movie/Fantastic-Beasts-The-Secrets-of-Dumbledore-(2021)#tab=summary,2022,95850844.0,311300000.0,407150844.0,200000000.0,PG-13
21,DC League of Super Pets,"Jul 29, 2022",Warner Bros.,Adventure,93657117.0,8894313.0,https://www.the-numbers.com/movie/DC-League-of-Super-Pets-(2022)#tab=summary,2022,93657117.0,113900000.0,207557117.0,90000000.0,PG
22,Where the Crawdads Sing,"Jul 15, 2022",Sony Pictures,Drama,90230760.0,8568923.0,https://www.the-numbers.com/movie/Where-the-Crawdads-Sing#tab=summary,2022,90230760.0,54123205.0,144353965.0,24000000.0,PG-13
23,The Black Phone,"Jun 24, 2022",Universal,Horror,90123230.0,8558711.0,https://www.the-numbers.com/movie/Black-Phone-The-(2022)#tab=summary,2022,90123230.0,71318684.0,161441914.0,18000000.0,R
24,Sing 2,"Dec 22, 2021",Universal,Musical,86307835.0,8196375.0,https://www.the-numbers.com/movie/Sing-2-(2021)#tab=summary,2022,162790990.0,241743598.0,404534588.0,85000000.0,PG
25,Scream,"Jan 14, 2022",Paramount Pictures,Horror,81641405.0,7753220.0,https://www.the-numbers.com/movie/Scream-(2022)#tab=summary,2022,81641405.0,57233384.0,138874789.0,24000000.0,R
26,Morbius,"Apr 1, 2022",Sony Pictures,Action,73865530.0,7014770.0,https://www.the-numbers.com/movie/Morbius-(2020)#tab=summary,2022,73865530.0,88893907.0,162759437.0,75000000.0,PG-13
27,Everything Everywhere All A…,"Mar 25, 2022",A24,Action,70008593.0,6648489.0,https://www.the-numbers.com/movie/Everything-Everywhere-All-At-Once-(2022)#tab=summary,2022,77169474.0,67816884.0,144986358.0,25000000.0,R
28,Ticket to Paradise,"Oct 21, 2022",Universal,Romantic Comedy,68229160.0,6479502.0,https://www.the-numbers.com/movie/Ticket-to-Paradise-(2022)#tab=summary,2022,68275985.0,100300996.0,168576981.0,60000000.0,PG-13
29,The Woman King,"Sep 16, 2022",Sony Pictures,Action,67178268.0,6379703.0,https://www.the-numbers.com/movie/Woman-King-The-(2022)#tab=summary,2022,67328130.0,26944504.0,94272634.0,50000000.0,PG-13
30,Halloween Ends,"Oct 14, 2022",Universal,Horror,64079860.0,6085456.0,https://www.the-numbers.com/movie/Halloween-Ends-(2022)#tab=summary,2022,64079860.0,41320936.0,105400796.0,20000000.0,R
31,Dog,"Feb 18, 2022",United Artists,Drama,61778069.0,5866863.0,https://www.the-numbers.com/movie/Dog-(2021-Dir-Channing-Tatum)#tab=summary,2022,61778069.0,22765563.0,84543632.0,15000000.0,PG-13
32,jackass forever,"Feb 4, 2022",Paramount Pictures,Reality,57743451.0,5483709.0,https://www.the-numbers.com/movie/Jackass-Forever-(2021)#tab=summary,2022,57743451.0,17045841.0,74789292.0,10000000.0,R
33,Puss in Boots: The Last Wish,"Dec 21, 2022",Universal,Adventure,55665155.0,5286339.0,https://www.the-numbers.com/movie/Puss-in-Boots-The-Last-Wish-(2022)#tab=summary,2022,186090535.0,298238602.0,484329137.0,110000000.0,PG
34,Violent Night,"Dec 2, 2022",Universal,Comedy,47504760.0,4511373.0,https://www.the-numbers.com/movie/Violent-Night-(2022)#tab=summary,2022,50057405.0,26542572.0,76599977.0,20000000.0,R
35,"Lyle, Lyle, Crocodile","Oct 7, 2022",Sony Pictures,Musical,46703141.0,4435246.0,https://www.the-numbers.com/movie/Lyle-Lyle-Crocodile-(2022)#tab=summary,2022,46888441.0,60303627.0,107192068.0,50000000.0,PG
36,Death on the Nile,"Feb 11, 2022",20th Century Studios,Drama,45630104.0,4333343.0,https://www.the-numbers.com/movie/Death-on-the-Nile-(2022)#tab=summary,2022,45630104.0,84668080.0,130298184.0,90000000.0,PG-13
37,"Don’t Worry, Darling","Sep 23, 2022",Warner Bros.,Thriller/Suspense,45309403.0,4302887.0,https://www.the-numbers.com/movie/Dont-Worry-Darling-(2022)#tab=summary,2022,45309403.0,42300000.0,87609403.0,35000000.0,R
38,Downton Abbey: A New Era,"May 20, 2022",Focus Features,Drama,44141550.0,4191980.0,https://www.the-numbers.com/movie/Downton-Abbey-A-New-Era-(2022-United-Kingdom)#tab=summary,2022,44141550.0,48559860.0,92701410.0,,PG
39,Barbarian,"Sep 9, 2022",20th Century Studios,Horror,40842944.0,3878722.0,https://www.the-numbers.com/movie/Barbarian-(2022)#tab=summary,2022,40842944.0,4471457.0,45314401.0,4500000.0,R
40,Strange World,"Nov 23, 2022",Walt Disney,Adventure,37968963.0,3605789.0,https://www.the-numbers.com/movie/Strange-World-(2022)#tab=summary,2022,39089002.0,35652677.0,74741679.0,180000000.0,PG
41,The Menu,"Nov 18, 2022",Searchlight Pictures,Black Comedy,35721551.0,3392360.0,https://www.the-numbers.com/movie/Menu-The#tab=summary,2022,38501125.0,41127075.0,79628200.0,30000000.0,R
42,The Northman,"Apr 22, 2022",,Action,34233110.0,3251007.0,https://www.the-numbers.com/movie/Northman-The-(2022)#tab=summary,2022,34233110.0,35749186.0,69982296.0,,R
43,Jujutsu Kaisen 0: The Movie,"Mar 18, 2022",FUNimation,Action,33919605.0,3221235.0,https://www.the-numbers.com/movie/Jujutsu-Kaisen-0-(2022-Japan)#tab=summary,2022,33919605.0,149844704.0,183764309.0,,PG-13
44,Dragon Ball Super: Super Hero,"Aug 19, 2022",Crunchyroll,Action,32132374.0,3051507.0,https://www.the-numbers.com/movie/Dragon-Ball-Super-Super-Hero-(2022-Japan)#tab=summary,2022,32132374.0,65109818.0,97242192.0,,PG-13
45,The Bob’s Burgers Movie,"May 27, 2022",20th Century Studios,Comedy,31933830.0,3032652.0,https://www.the-numbers.com/movie/Bobs-Burgers-Movie-The-(2022)#tab=summary,2022,31933830.0,2140650.0,34074480.0,,PG-13
46,Beast,"Aug 19, 2022",Universal,Thriller/Suspense,31846530.0,3024361.0,https://www.the-numbers.com/movie/Beast-(2022)#tab=summary,2022,31846530.0,27321809.0,59168339.0,36000000.0,R
47,The Invitation,"Aug 26, 2022",Sony Pictures,Horror,25100080.0,2383673.0,https://www.the-numbers.com/movie/Invitation-The-(2022)#tab=summary,2022,25100080.0,8589208.0,33689288.0,10000000.0,PG-13
48,Avatar,"Dec 18, 2009",20th Century Studios,Action,24714024.0,2347010.0,https://www.the-numbers.com/movie/Avatar#tab=summary,2022,785221649.0,2138484377.0,2923706026.0,237000000.0,PG-13
49,Ambulance,"Apr 8, 2022",Universal,Thriller/Suspense,22781115.0,2163449.0,https://www.the-numbers.com/movie/Ambulance-(2022)#tab=summary,2022,22781115.0,29399980.0,52181095.0,40000000.0,R
50,Marry Me,"Feb 11, 2022",Universal,Romantic Comedy,22438180.0,2130881.0,https://www.the-numbers.com/movie/Marry-Me-(2022)#tab=summary,2022,22438180.0,26336813.0,48774993.0,23000000.0,PG-13
51,Father Stu,"Apr 13, 2022",Sony Pictures,Drama,21096678.0,2003483.0,https://www.the-numbers.com/movie/Father-Stu-(2022)#tab=summary,2022,21096678.0,892744.0,21989422.0,4000000.0,R
52,The King’s Man,"Dec 22, 2021",20th Century Studios,Action,20917649.0,1986481.0,https://www.the-numbers.com/movie/Kings-Man-The-(2020)#tab=summary,2022,37176373.0,83948927.0,121125300.0,100000000.0,R
53,The Unbearable Weight of Ma…,"Apr 22, 2022",Lionsgate,Action,20300157.0,1927840.0,https://www.the-numbers.com/movie/Unbearable-Weight-of-Massive-Talent-The#tab=summary,2022,20300157.0,8816163.0,29116320.0,30000000.0,R
54,Devotion,"Nov 23, 2022",Sony Pictures,Action,19837942.0,1883945.0,https://www.the-numbers.com/movie/Devotion-(2022)#tab=summary,2022,20511938.0,949942.0,21461880.0,90000000.0,PG-13
55,Prey for the Devil,"Oct 28, 2022",Lionsgate,Horror,19802293.0,1880559.0,https://www.the-numbers.com/movie/Prey-for-the-Devil-(2022)#tab=summary,2022,19802293.0,24211452.0,44013745.0,,PG-13
56,Moonfall,"Feb 4, 2022",Lionsgate,Action,19060660.0,1810129.0,https://www.the-numbers.com/movie/Moonfall-(2022)#tab=summary,2022,19060660.0,39992535.0,59053195.0,150000000.0,PG-13
57,Paws of Fury: The Legend of…,"Jul 15, 2022",Paramount Pictures,Adventure,17811382.0,1691489.0,https://www.the-numbers.com/movie/Paws-of-Fury-The-Legend-of-Hank-(2022)#tab=summary,2022,17811382.0,22354756.0,40166138.0,45000000.0,PG
58,Glass Onion: A Knives Out M…,"Nov 23, 2022",Netflix,Drama,15000000.0,1424501.0,https://www.the-numbers.com/movie/Glass-Onion-A-Knives-Out-Mystery-(2022)#tab=summary,2022,15000000.0,,,,PG-13
59,Amsterdam,"Oct 7, 2022",20th Century Studios,Comedy,14947969.0,1419560.0,https://www.the-numbers.com/movie/Amsterdam-(2022)#tab=summary,2022,14947969.0,14452857.0,29400826.0,80000000.0,R
60,The Chosen Season 3: Episod…,"Nov 18, 2022",Fathom Events,Drama,14612089.0,1387662.0,https://www.the-numbers.com/movie/Chosen-The-Season-3-Episodes-1-and-2-(2022)#tab=summary,2022,14612089.0,67552.0,14679641.0,,
61,The 355,"Jan 7, 2022",Universal,Thriller/Suspense,14570455.0,1383708.0,https://www.the-numbers.com/movie/355-The-(2021)#tab=summary,2022,14570455.0,4332343.0,18902798.0,75000000.0,PG-13
62,American Underdog: The Kurt…,"Dec 25, 2021",Lionsgate,Drama,14301214.0,1358139.0,https://www.the-numbers.com/movie/American-Underdog-The-Kurt-Warner-Story#tab=summary,2022,26514814.0,,,25000000.0,PG
63,"RRR: Rise, Roar, Revolt","Mar 24, 2022",Sarigama Cinemas,Action,13930910.0,1322973.0,https://www.the-numbers.com/movie/RRR-(2022-India)#tab=summary,2022,14473124.0,136038393.0,150511517.0,,
64,Whitney Houston I Wanna Dan…,"Dec 23, 2022",Sony Pictures,Drama,13256913.0,1258966.0,https://www.the-numbers.com/movie/Whitney-Houston-I-Wanna-Dance-With-Somebody#tab=summary,2022,23708080.0,35677104.0,59385184.0,45000000.0,PG-13
65,Easter Sunday,"Aug 5, 2022",Universal,Comedy,13013690.0,1235867.0,https://www.the-numbers.com/movie/Easter-Sunday-(2022)#tab=summary,2022,13013690.0,8169.0,13021859.0,17000000.0,PG-13
66,One Piece Film: Red,"Nov 4, 2022",Crunchyroll,Action,12768073.0,1212542.0,https://www.the-numbers.com/movie/One-Piece-Film-Red-(2022-Japan)#tab=summary,2022,12768073.0,188619527.0,201387600.0,,PG-13
67,Jaws,"Jun 20, 1975",Universal,Thriller/Suspense,12257035.0,1164010.0,https://www.the-numbers.com/movie/Jaws-(1975)#tab=summary,2022,286481270.0,210684143.0,497165413.0,12000000.0,PG
68,The Fabelmans,"Nov 23, 2022",Universal,Drama,12112360.0,1150271.0,https://www.the-numbers.com/movie/Fabelmans-The-(2022)#tab=summary,2022,17348945.0,25922510.0,43271455.0,40000000.0,PG-13
69,X,"Mar 18, 2022",A24,Horror,11769469.0,1117708.0,https://www.the-numbers.com/movie/X-(2022-Horror)#tab=summary,2022,11769469.0,3343636.0,15113105.0,1000000.0,R
70,Bros,"Sep 30, 2022",Universal,Romantic Comedy,11628165.0,1104289.0,https://www.the-numbers.com/movie/Bros-(2022)#tab=summary,2022,11628165.0,3203632.0,14831797.0,22000000.0,R
71,Bodies Bodies Bodies,"Aug 5, 2022",A24,Horror,11446602.0,70954.0,https://www.the-numbers.com/movie/Bodies-Bodies-Bodies#tab=summary,2022,11446602.0,2583153.0,14029755.0,,R
72,Licorice Pizza,"Nov 26, 2021",United Artists,Drama,10935116.0,1038472.0,https://www.the-numbers.com/movie/Licorice-Pizza-(2021)#tab=summary,2022,17318007.0,15585542.0,32903549.0,40000000.0,R
73,Terrifier 2,"Oct 6, 2022",Iconic Releasing,Horror,10640105.0,1010456.0,https://www.the-numbers.com/movie/Terrifier-2-(2022)#tab=summary,2022,10962502.0,4724432.0,15686934.0,250000.0,
74,Mrs. Harris Goes to Paris,"Jul 15, 2022",Focus Features,Drama,10433915.0,990875.0,https://www.the-numbers.com/movie/Mrs-Harris-Goes-to-Paris-(2022-United-Kingdom)#tab=summary,2022,10433915.0,20838855.0,31272770.0,13000000.0,PG
75,West Side Story,"Dec 10, 2021",20th Century Studios,Musical,10361074.0,983957.0,https://www.the-numbers.com/movie/West-Side-Story-(2021)#tab=summary,2022,38530322.0,36299047.0,74829369.0,100000000.0,PG-13
76,Firestarter,"May 13, 2022",Universal,Horror,9739250.0,924905.0,https://www.the-numbers.com/movie/Firestarter-(2022)#tab=summary,2022,9739250.0,5290994.0,15030244.0,12000000.0,R
77,Blacklight,"Feb 11, 2022",Briarcliff Entert…,Action,9591094.0,910835.0,https://www.the-numbers.com/movie/Blacklight-(2022)#tab=summary,2022,9591094.0,6426002.0,16017096.0,29000000.0,PG-13
78,See How They Run,"Sep 16, 2022",Searchlight Pictures,Comedy,9586237.0,910373.0,https://www.the-numbers.com/movie/See-How-They-Run-(2022)#tab=summary,2022,9586237.0,11265438.0,20851675.0,,PG-13
79,The Matrix Resurrections,"Dec 22, 2021",Warner Bros.,Action,9552171.0,907139.0,https://www.the-numbers.com/movie/Matrix-Resurrections-The-(2021)#tab=summary,2022,40463197.0,119700000.0,160163197.0,190000000.0,R
80,Pearl,"Sep 16, 2022",A24,Horror,9423445.0,894914.0,https://www.the-numbers.com/movie/Pearl-(2022-Horror)#tab=summary,2022,9423445.0,715971.0,10139416.0,,R
81,Redeeming Love,"Jan 21, 2022",Universal,Drama,9214020.0,875025.0,https://www.the-numbers.com/movie/Redeeming-Love#tab=summary,2022,9214020.0,45299.0,9259319.0,,PG-13
82,Babylon,"Dec 23, 2022",Paramount Pictures,Drama,9082897.0,862573.0,https://www.the-numbers.com/movie/Babylon-(2022)#tab=summary,2022,16596054.0,47730561.0,64326615.0,80000000.0,R
83,The Banshees of Inisherin,"Oct 21, 2022",Searchlight Pictures,Drama,9026965.0,857261.0,https://www.the-numbers.com/movie/Banshees-of-Inisherin-The-(2022)#tab=summary,2022,10582266.0,41762458.0,52344724.0,20000000.0,R
84,Till,"Oct 14, 2022",United Artists,Drama,9000202.0,854720.0,https://www.the-numbers.com/movie/Till-(2022)#tab=summary,2022,9000202.0,2448755.0,11448957.0,,PG-13
85,Three Thousand Years of Lon…,"Aug 26, 2022",United Artists,Drama,8286741.0,786964.0,https://www.the-numbers.com/movie/Three-Thousand-Years-of-Longing-(2022)#tab=summary,2022,8286741.0,12959213.0,21245954.0,60000000.0,R
86,Brahmastra Part 1: Shiva,"Sep 9, 2022",Fox Star India,Adventure,7839108.0,744454.0,https://www.the-numbers.com/movie/Brahmastra-Part-1-Shiva-(2022-India)#tab=summary,2022,7839108.0,40859806.0,48698914.0,,
87,Bones and All,"Nov 23, 2022",United Artists,Thriller/Suspense,7834907.0,744056.0,https://www.the-numbers.com/movie/Bones-and-All-(2022)#tab=summary,2022,7837477.0,7400000.0,15237477.0,,R
88,Men,"May 20, 2022",A24,Horror,7587853.0,720593.0,https://www.the-numbers.com/movie/Men-(2022-United-Kingdom)#tab=summary,2022,7587853.0,4370494.0,11958347.0,6500000.0,R
89,Memory,"Apr 29, 2022",Open Road,Action,7329043.0,696015.0,https://www.the-numbers.com/movie/Memory-(Dir-Martin-Campbell)#tab=summary,2022,7329043.0,5139931.0,12468974.0,,R
90,Fall,"Aug 12, 2022",Lionsgate,Thriller/Suspense,7240521.0,687608.0,https://www.the-numbers.com/movie/Fall-(2022)#tab=summary,2022,7240521.0,14531046.0,21771567.0,,PG-13
91,Ghostbusters: Afterlife,"Nov 19, 2021",Sony Pictures,Comedy,6981615.0,663021.0,https://www.the-numbers.com/movie/Ghostbusters-Afterlife#tab=summary,2022,129360575.0,73630513.0,202991088.0,75000000.0,PG-13
92,BTS Permission to Dance on …,"Mar 12, 2022",Trafalgar Releasing,Concert/Perfor…,6840000.0,649572.0,https://www.the-numbers.com/movie/BTS-Permission-to-Dance-on-Stage-Seoul-Live-Viewing-(2022-South-Korea)#tab=summary,2022,6840000.0,25760000.0,32600000.0,,
93,K.G.F: Chapter 2,"Apr 14, 2022",Viva Entertainment,Action,6604562.0,627213.0,https://www.the-numbers.com/movie/K-G-F-Chapter-2-(2022-India)#tab=summary,2022,6604562.0,153282496.0,159887058.0,,
94,Marcel the Shell with Shoes On,"Jun 24, 2022",A24,Comedy,6333703.0,601491.0,https://www.the-numbers.com/movie/Marcel-the-Shell-with-Shoes-On-(2022)#tab=summary,2022,6333703.0,769844.0,7103547.0,6000000.0,PG
95,The Whale,"Dec 9, 2022",A24,Drama,5855410.0,556069.0,https://www.the-numbers.com/movie/Whale-The-(2022)#tab=summary,2022,17453440.0,36591041.0,54044481.0,3000000.0,R
96,She Said,"Nov 18, 2022",Universal,Drama,5825995.0,553275.0,https://www.the-numbers.com/movie/She-Said-(2022)#tab=summary,2022,5825995.0,8130389.0,13956384.0,,R
97,It's a Wonderful Life,"Dec 20, 1946",Fathom Events,Drama,5597691.0,531594.0,https://www.the-numbers.com/movie/Its-a-Wonderful-Life#tab=summary,2022,12241691.0,4178901.0,16420592.0,3180000.0,PG
98,TÁR,"Oct 7, 2022",Focus Features,Drama,5595890.0,531423.0,https://www.the-numbers.com/movie/Tar-(2022)#tab=summary,2022,6773650.0,22492802.0,29266452.0,,R
99,I Heard the Bells,"Dec 1, 2022",Fathom Events,Drama,5576697.0,529600.0,https://www.the-numbers.com/movie/I-Heard-the-Bells-(2022)#tab=summary,2022,5644104.0,35220.0,5679324.0,3000000.0,PG
100,Encanto,"Nov 24, 2021",Walt Disney,Adventure,5465293.0,519021.0,https://www.the-numbers.com/movie/Encanto-(2021)#tab=summary,2022,96093622.0,134721540.0,230815162.0,150000000.0,PG
